Canonicalized SMILES,Canonicalized Taste
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCC1,sweet
COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,sweet
CC(Cc1ccc(F)cc1)NC(=O)C(N)CC(=O)O,sweet
NC(CC(=O)O)C(=O)NCCc1ccc(F)cc1,sweet
NC(CC(=O)O)C(=O)NCCc1ccc(O)cc1,sweet
CC(CCc1ccco1)NC(=O)C(N)CC(=O)O,sweet
N#Cc1ccc(Br)c(N)c1,sweet
N#Cc1ccc(Cl)c(N)c1,sweet
CCOc1ccc(C#N)cc1N,sweet
COc1ccc(C#N)cc1N,sweet
CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
NC(CC(=O)O)C(=O)NCCOc1ccccc1,sweet
CC(CCc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
CCCOc1ccc(C#N)cc1N,sweet
Nc1cccc(C(=O)O)c1,sweet
N#Cc1cccc(N)c1,sweet
CC(=C(C)c1nc2c3ccccc3c(S(=O)(=O)[O-])cc2n1Nc1ccccc1)c1ccccc1,sweet
NC(=O)c1c(Br)cc(Br)c(C=CC(=O)O)c1Br,sweet
COc1ccc(COc2ccccc2)cc1O,sweet
COc1ccc(COC(=O)c2ccccc2O)cc1O,sweet
O=C1C(O)C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C1O,sweet
COc1cc2c(cc1O)C1CCC3(C)CCCC3C1CC2,sweet
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
O=C(O)CNC(=Nc1cccnc1)NCc1ccccc1,sweet
CC(NC(=Nc1cnc2ccccc2c1)NCC(=O)O)c1ccccc1,sweet
OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet
COC(C)C1=CC=C(C)CC1,sweet
COC(C)C1=CCC(C)=CC1,sweet
COC(C)C1CC=C(C)CC1,sweet
CCN(CC)c1ccc(NS(=O)(=O)[O-])cc1,sweet
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br,sweet
OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet
OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl,sweet
OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br,sweet
OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl,sweet
OCC1OC(OC2(CCl)OC(CCl)C(I)C2O)C(O)C(O)C1Cl,sweet
OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,sweet
OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I,sweet
OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet
OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet
OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O,sweet
OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet
Cc1cc(C)nc(NS(=O)(=O)[O-])c1,sweet
COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O,sweet
COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC,sweet
OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet
OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Cl,sweet
O=C1NS(=O)(=O)c2cccc(Cl)c21,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCCC2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCC2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc3ccccc23)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cc1,sweet
CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)C1CCCCC1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NCC2CCCCC2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NCc2ccccc2)cc1,sweet
CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet
COCC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NCC23CC4CC(CC(C4)C2)C3)cc1,sweet
CN(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCC2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc(Cl)c2)cc1,sweet
Cc1cccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1,sweet
N#Cc1ccc(N=C(NCCc2ccccc2)NCC(=O)O)cc1,sweet
Cc1ccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)cc1,sweet
CCCCC(C)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet
CCCCCCNC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet
Cc1ccccc1NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet
N#Cc1ccc(N=C(NCC(=O)O)Nc2ccc(CO)c(CO)c2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC2CCc3ccccc32)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)Nc2ccccc2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NC23CC4CC(CC(C4)C2)C3)cc1,sweet
N#Cc1ccc(N=C(N)NCC(=O)O)cc1,sweet
CCNC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)c2ccccc2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)Cc2ccccc2)cc1,sweet
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCCC2)cc1,sweet
CCCCS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet
CCCCCS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCC2)cc1,sweet
CS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet
OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Cl,sweet
CC1(OC2OC(CO)C(Cl)C(O)C2O)OC(CCl)C(F)C1O,sweet
OCC1OC(OC2(CO)OC(CF)C(O)C2O)C(O)C(O)C1F,sweet
OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Br,sweet
OCC1CC(O)C(O)C(OC2(CO)OC(CO)C(O)C2O)O1,sweet
C=CC1CC=C(C)CC1,sweet
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1F,sweet
OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1F,sweet
OCC1OC(OC2(CCl)OC(CCl)C(F)C2O)C(O)C(O)C1Cl,sweet
OCC1OC(OC2C(O)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,sweet
COCC1=CCC(C)=CC1,sweet
COCC1CC=C(C)CC1,sweet
COc1ccc(NC(N)=O)cc1,sweet
CC1CCC(NS(=O)(=O)[O-])CC1,sweet
NC(=Nc1ccc([N+](=O)[O-])cc1)NCC(=O)O,sweet
COC1C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C(O)C1O,sweet
CCCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,sweet
CCCOc1ccc(NC(N)=O)cc1,sweet
CC1(C(=O)O)CCCC2(C)c3ccccc3C(C(=O)O)C12,sweet
COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccccc1,sweet
COc1ccc(CCC2CCCCC2)cc1O,sweet
COc1ccc(C2CCc3ccccc3O2)cc1O,sweet
N#Cc1ccc(NC(=O)C(CCC(=O)O)NC(=O)C(F)(F)F)cc1,sweet
COc1ccc(C2OCc3ccccc3S2)cc1O,sweet
COc1ccc(NCc2ccccc2)cc1O,sweet
CC1=C(C)C(=O)NS(=O)(=O)O1,sweet
COc1ccc(CCc2ccccc2O)cc1O,sweet
COc1ccc(CCc2ccc(F)cc2)cc1O,sweet
COc1ccc(CCc2ccc(O)cc2)cc1O,sweet
COc1ccc(C2Cc3cccc(OC(C)=O)c3C(=O)O2)cc1OC(C)=O,sweet
COc1ccc(C(O)Oc2ccccc2)cc1O,sweet
COc1ccc(CCc2ccccc2CO)cc1O,sweet
N#Cc1ncc(Br)cn1,sweet
OCC1(O)OCCC(O)C1O,sweet
CCC1=C(C)OS(=O)(=O)NC1=O,sweet
CC(NC(=Nc1ccc2c(c1)CCC2)NCC(=O)O)c1ccccc1,sweet
Cc1nnc(NS(=O)(=O)[O-])s1,sweet
CC1=COS(=O)(=O)NC1=O,sweet
CCCc1ccc([N+](=O)[O-])cc1N,sweet
OCC1SC(O)C(O)C(O)C1O,sweet
OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C1O,sweet
COCC1OC(OC2(CO)OC(COC)C(O)C2O)C(O)C(O)C1O,sweet
OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1O,sweet
OCC1(O)OC(CCl)C(O)C1O,sweet
NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)O,sweet
CC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
CCC1=C(C)C(=O)NS(=O)(=O)O1,sweet
CCC1=CC(=O)NS(=O)(=O)O1,sweet
O=C1NS(=O)(=O)c2cc(F)ccc21,sweet
O=C1NS(=O)(=O)c2cc(O)ccc21,sweet
Cc1ccc2c(c1)S(=O)(=O)NC2=O,sweet
CC(=O)C1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
COCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
O=C(O)CNC(=Nc1ccc2ccccc2n1)NC1CCCCCCC1,sweet
CC(NC(=Nc1ccc2ccccc2n1)NCC(=O)O)c1ccccc1,sweet
OCC1(O)SCC(O)C(O)C1O,sweet
NC(Cc1c[nH]c2cc(C(F)(F)F)ccc12)C(=O)O,sweet
Nc1cccc2c1S(=O)(=O)NC2=O,sweet
COc1ccc(C2Cc3ccccc3C(=O)O2)cc1O,sweet
COc1ccc(C2Cc3cccc(O)c3CO2)cc1O,sweet
COc1ccc(C2Cc3cccc(O)c3C(=O)N2)cc1O,sweet
COc1cc2c(cc1O)C1c3ccccc3OCC1(O)C2,sweet
CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet
COC(=O)C1OC(OC2CCC34CC35CCC3(C)C(C(C)C6CC=C(C)C(=O)O6)CCC3(C)C5CCC4C2(C)C(=O)O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet
CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet
CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet
COC(=O)C1OC(OC2C(OC3CCC45CC46CCC4(C)C(C(C)C7CC=C(C)C(=O)O7)CCC4(C)C6CCC5C3(C)C(=O)O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
CC1=CC(=O)NS(=O)(=O)O1,sweet
CC1=CC(=O)[N-]S(=O)(=O)O1,sweet
CCC1=COS(=O)(=O)NC1=O,sweet
CCCC1=C(C)OS(=O)(=O)NC1=O,sweet
O=C1C=COS(=O)(=O)N1,sweet
CC=NO,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCCCc1ccc(OC)c(O)c1,sweet
CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O,sweet
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,sweet
C=COc1ccc([N+](=O)[O-])cc1N,sweet
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)[O-])C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
ON=Cc1ccc(Cc2ccccc2)o1,sweet
ON=Cc1ccco1,sweet
O=CC(O)C(O)C(O)CO,sweet
CC1(C)CC1(C(=O)O)S(=O)(=O)c1ccccc1,sweet
CC1CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1C,sweet
CC1CC=CCC1(C(=O)O)S(=O)(=O)c1ccccc1,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
CC1=CC(=O)[N-]S(=O)(=O)O1.COC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CC(=O)O,sweet
COC(=O)C(NC(=O)C(N)C(=O)O)C(=O)OC1C2(C)CCC(C2)C1(C)C,sweet
O=C(O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet
CCCCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
CCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
CCCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
CC1=C(CCc2ccoc2)C2(C)CCC(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)C(C)(C)C2CC1,sweet
O=C(O)CNC(=Nc1ccc2nonc2c1)NC1CCCCCCC1,sweet
Cc1cccc(CNC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1,sweet
[Be+2],sweet
Nc1cc([N+](=O)[O-])ccc1Br,sweet
CCC(C)CC(C)NC(=O)C(N)CC(=O)O,sweet
CCCCC(CC)NC(=O)C(N)CC(=O)O,sweet
CCCCCCC(C)NC(=O)C(N)CC(=O)O,sweet
CCCCC(C)NC(=O)C(N)CC(=O)O,sweet
CCCCOS(N)(=O)=O,sweet
O=S(=O)([O-])NC1CCCCC1.O=S(=O)([O-])NC1CCCCC1,sweet
O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21,sweet
O=C(O)CN=C(Nc1cc(Cl)cc(Cl)c1)NC(c1ccccc1)c1ccccc1,sweet
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
ClC(Cl)Cl,sweet
Nc1cc([N+](=O)[O-])ccc1Cl,sweet
COC(=O)C(CC(=O)CNC(=O)Nc1ccc(C#N)cc1)Cc1ccccc1,sweet
N#Cc1ccc(NC(=O)NCCC(=O)O)cc1,sweet
O=S(=O)(O)NC1CCCCC1,sweet
CC(=O)OCC1OC(OC2CCC3(C)C4CC(OC5OC(C)C(O)C(O)C5O)C5C(C6(C)CCC(C(C)(C)O)O6)CCC5(C)C4C(C)CC3C2(C)C)C(O)C1O,sweet
O=S(=O)([O-])NC1CCCCCC1,sweet
O=S(=O)([O-])NC1CCCCCCC1,sweet
O=S(=O)([O-])NC1CCCC1,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(C)N,sweet
CC(N)C(=O)O,sweet
OCC(O)C(O)C(O)CO,sweet
NC(=O)CC(N)C(=O)O,sweet
O=S(=O)([O-])NN1CCC2CCCCC2C1,sweet
OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1O,sweet
OCC1OC(O)C(O)C(O)C1O,sweet
NC(=O)CCC(N)C(=O)O,sweet
NC(Cc1cnc[nH]1)C(=O)O,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=S)Nc1cnc(C#N)nc1,sweet
COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2OC(C)=O)cc1O,sweet
O=C(CO)CO,sweet
CN(C)C(N)=O,sweet
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)[O-])C(O)C(O)C6OC6OC(C(=O)[O-])C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CCC(C)C(N)C(=O)O,sweet
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,sweet
CC(C)CC(N)C(=O)O,sweet
OCC1OC(OC2COC(O)(CO)C(O)C2O)C(O)C(O)C1O,sweet
NCCCCC(N)C(=O)O,sweet
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,sweet
OCC(O)C(O)C(O)C(O)CO,sweet
CSCCC(N)C(=O)O,sweet
CCCC(N)C(=O)O,sweet
NC(Cc1ccccc1)C(=O)O,sweet
CC1OC(O)C(O)C(O)C1O,sweet
NC(CO)C(=O)O,sweet
OCC1(O)OCC(O)C(O)C1O,sweet
CC(O)C(N)C(=O)O,sweet
NC(Cc1c[nH]c2ccccc12)C(=O)O,sweet
NC(Cc1ccc(O)cc1)C(=O)O,sweet
CCOc1ccc(NC(N)=O)cc1,sweet
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,sweet
CC(C)C(N)C(=O)O,sweet
OC1COC(O)C(O)C1O,sweet
CCC(N)C(=O)O,sweet
OCC(O)C(O)CO,sweet
CCOc1ccc([N+](=O)[O-])cc1N,sweet
OCCO,sweet
O=S(=O)([O-])NC1CC2CCC1C2,sweet
Nc1cc([N+](=O)[O-])ccc1F,sweet
O=Cc1ccco1,sweet
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
CC(=CCO)CCC1=C(C=O)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CCCC12C,sweet
OCC1OC(O)(C2(OC3(CO)OC(CO)C(O)C3O)OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet
OCC(O)CO,sweet
NCC(=O)O,sweet
N#Cc1ccc(NC(=O)NCC(=O)O)cc1,sweet
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6CC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
N=C(N)N,sweet
N#Cc1ccc(NC(=NC2CCCCCCC2)NCc2nnn[nH]2)cc1,sweet
CC(N=C(NCC(=O)O)Nc1cc(Cl)cc(Cl)c1)c1ccccc1,sweet
N#Cc1ccc(NC(=NC2CCCCCCC2)NCC(=O)O)cc1,sweet
Cn1nnnc1NC(=Nc1ccc(C#N)cc1)NC1CCCCC1,sweet
Cn1nnnc1NC(=Nc1ccc(C#N)cc1)NC1CCCCCCC1,sweet
CC(NC(NCC(=O)O)Nc1ccc(C#N)cc1)c1ccccc1,sweet
CCCCCCCNC(CC(=O)O)C(=O)Nc1ccc(C#N)cc1,sweet
CC(C)=CCCC(C)(O)C1CCC(C)=CC1=O,sweet
COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1O,sweet
COc1ccc(CCC(=O)c2c(O)cc(OC3OCC(O)C(O)C3O)cc2O)cc1O,sweet
COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O)cc2O)cc1O,sweet
CC1OC(OC2C(Oc3cc(O)c(C(=O)CCc4cccc(O)c4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(OC2OC(CO)C(O)C(O)C2O)cc1O,sweet
O=S(=O)([O-])NC1CCCCSC1,sweet
O=S(=O)([O-])NC1CCCSCC1,sweet
CCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,sweet
OCC(O)C(O)C(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(O)CO,sweet
Nc1cc([N+](=O)[O-])ccc1O,sweet
O=C(CO)C(O)C(O)C(O)CO.O=CC(O)C(O)C(O)C(O)CO,sweet
Nc1cc([N+](=O)[O-])ccc1I,sweet
CC(C)Oc1ccc([N+](=O)[O-])cc1N,sweet
OCC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,sweet
CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,sweet
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)O2,sweet
COc1ccc2c(c1)OC1(O)COc3ccccc3C21,sweet
OCC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,sweet
OCC1OC(OC2C(CO)OC(OC3(CO)OC(CO)C(O)C3O)C(O)C2O)C(O)C(O)C1O,sweet
OCC1OC(OC2C(CO)OC(CO)(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,sweet
CC(N)C(=O)OC(C)(C)C,sweet
CCCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet
CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet
COC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)CCC1(C)C,sweet
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1C2(C)CCC(C2)C1(C)C,sweet
CCCOC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet
COC(=O)C(CS(C)(C)C)NC(=O)C(N)CC(=O)O,sweet
OCC1OC(O)(CO)C(O)C1O,sweet
O=C(O)C1CC(O)CN1,sweet
C=C(C)C1CC=C(C)CC1,sweet
O=C1CC(c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)Oc2cc(O)ccc21,sweet
O=C(O)C1CCCN1,sweet
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1C(C)(C)CCC1(C)C,sweet
N#Cc1ccc(NC(=NCc2cccc3c2OCO3)NCC(=O)O)cc1,sweet
OCC1OC(OC2C(O)COC(O)(CO)C2O)C(O)C(O)C1O,sweet
O=S(=O)(CCl)NCc1ccccc1,sweet
COc1ccc([N+](=O)[O-])cc1N,sweet
COC1CC(O)C(O)C(CO)O1,sweet
COC1OC(CO)C(O)CC1O,sweet
COC1OC(CO)CC(O)C1O,sweet
COC1OC(C)C(O)C(O)C1O,sweet
CC(=O)C(C)(O)O,sweet
COC1OC(CO)C(O)C(O)C1O,sweet
COC1(CO)OCC(O)C(O)C1O,sweet
Cc1ccc([N+](=O)[O-])cc1N,sweet
COC1OCC(O)C(O)C1O,sweet
CC(CCC(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)C(O)CC12C,sweet
CC(CCC(OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,sweet
CC(CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,sweet
CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,sweet
NC(CC(O)(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,sweet
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC(=O)CO,sweet
CC(=CCCC(C)=CCOC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)CCC=C(C)COC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,sweet
O=S(=O)([O-])NC1CCSCC1,sweet
O=S(=O)([O-])NC1CCSC1,sweet
CCC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
CC=C(C)C=NO,sweet
CCC(C)CNS(=O)(=O)[O-],sweet
COc1ccc(CNc2ccccc2)cc1O,sweet
ON=CC1=COCCC1,sweet
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1,sweet
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccncc2)cc1,sweet
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccccc2)cc1,sweet
C=CC1CC=C(C=NO)CC1,sweet
CCOC1CC=C(C=NO)CC1,sweet
COC1CC=C(C=NO)CC1,sweet
CC1=CC=C(C=NO)CC1,sweet
ON=CC1=CC=CCC1,sweet
ON=CC1=CCC=CC1,sweet
COC(C)C1CC=C(C=NO)CC1,sweet
CCC(COC(C)=O)NC(=O)C(N)CC(=O)O,sweet
CC1(C2CC=C(C=NO)CC2)CO1,sweet
COCC1CC=C(C=NO)CC1,sweet
COCC1CC=C(C=NO)C1,sweet
CC(=O)Nc1ccccc1C(=O)CC(N)C(=O)O,sweet
CC(=O)NC1C(O)OC(CO)C(O)C1O,sweet
CC1OC(OC2C(Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
CCCCOc1ccc([N+](=O)[O-])cc1N,sweet
CCCCNS(=O)(=O)[O-],sweet
CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,sweet
